Ai,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$,$C_{21}$,Rank
$A_{1207}$,1472.0,0.0,2.8,1.0,1.0,0.0,36.0,0.5,130.0,6.0,10.0,1452.0,1744.0,985.0,12.0,11.0,7.0,1.0,1.0,0.0,1.0,861
$A_{1208}$,748.0,0.0,1.4,0.0,0.0,0.0,25.0,1.0,110.0,7.0,14.0,88.0,709.0,1974.0,17.0,5.0,13.0,0.0,1.0,1.0,1.0,1297
$A_{1209}$,1924.0,0.0,0.5,0.0,3.0,1.0,63.0,0.3,111.0,2.0,10.0,122.0,686.0,3423.0,13.0,3.0,19.0,1.0,0.0,0.0,3.0,1484
$A_{1210}$,1689.0,0.0,1.8,0.0,17.0,0.0,24.0,0.3,127.0,3.0,18.0,954.0,1200.0,2766.0,7.0,2.0,7.0,0.0,1.0,1.0,3.0,1006
$A_{1211}$,1725.0,1.0,1.6,1.0,6.0,1.0,6.0,0.5,119.0,2.0,18.0,609.0,1307.0,3429.0,6.0,5.0,4.0,1.0,1.0,0.0,3.0,257
$A_{1212}$,802.0,1.0,2.4,1.0,1.0,0.0,45.0,0.8,157.0,3.0,9.0,1299.0,1633.0,3713.0,8.0,3.0,8.0,0.0,0.0,0.0,3.0,1328
$A_{1213}$,531.0,0.0,1.1,0.0,10.0,0.0,63.0,0.7,189.0,7.0,14.0,145.0,1903.0,2958.0,17.0,1.0,19.0,0.0,1.0,0.0,2.0,1431
$A_{1214}$,1540.0,0.0,0.7,1.0,0.0,1.0,29.0,0.1,157.0,7.0,1.0,318.0,831.0,1161.0,11.0,8.0,5.0,1.0,0.0,0.0,0.0,1070
$A_{1215}$,1845.0,1.0,0.5,1.0,10.0,0.0,61.0,0.3,96.0,1.0,12.0,292.0,695.0,1731.0,9.0,5.0,6.0,0.0,0.0,0.0,1.0,1091
$A_{1216}$,1958.0,0.0,0.5,0.0,6.0,1.0,52.0,0.4,153.0,1.0,14.0,1524.0,1848.0,3064.0,7.0,6.0,3.0,1.0,0.0,0.0,3.0,1419
$A_{1217}$,1783.0,0.0,2.9,1.0,2.0,0.0,42.0,0.7,104.0,6.0,8.0,1081.0,1979.0,387.0,14.0,5.0,3.0,0.0,1.0,0.0,1.0,1170
$A_{1218}$,768.0,0.0,0.5,1.0,0.0,0.0,19.0,0.9,159.0,2.0,1.0,637.0,991.0,1145.0,19.0,1.0,7.0,0.0,0.0,1.0,0.0,1402
$A_{1219}$,1356.0,1.0,0.5,1.0,0.0,0.0,35.0,0.8,131.0,1.0,19.0,782.0,951.0,3451.0,5.0,2.0,17.0,1.0,1.0,1.0,3.0,325
$A_{1220}$,924.0,0.0,0.5,1.0,0.0,1.0,47.0,0.3,167.0,8.0,6.0,108.0,1813.0,1620.0,17.0,15.0,12.0,1.0,0.0,0.0,1.0,976
$A_{1221}$,1783.0,1.0,0.5,0.0,8.0,0.0,14.0,0.6,183.0,8.0,11.0,910.0,1566.0,1816.0,12.0,7.0,7.0,0.0,0.0,1.0,2.0,1151
$A_{1222}$,1820.0,1.0,1.4,0.0,5.0,0.0,51.0,0.9,163.0,7.0,10.0,202.0,1884.0,2481.0,11.0,9.0,11.0,0.0,0.0,0.0,2.0,1479
$A_{1223}$,1097.0,0.0,0.8,0.0,10.0,1.0,21.0,0.1,160.0,7.0,15.0,1277.0,1352.0,2219.0,15.0,6.0,12.0,1.0,0.0,1.0,2.0,815
$A_{1224}$,1759.0,1.0,1.4,0.0,10.0,1.0,15.0,0.4,101.0,4.0,13.0,382.0,1163.0,2107.0,18.0,5.0,16.0,1.0,1.0,0.0,2.0,448
$A_{1225}$,1837.0,0.0,1.0,1.0,5.0,1.0,12.0,0.9,103.0,8.0,6.0,1420.0,1539.0,2294.0,8.0,7.0,20.0,1.0,0.0,1.0,3.0,623
$A_{1226}$,1670.0,1.0,3.0,0.0,14.0,0.0,62.0,0.5,114.0,8.0,20.0,1117.0,1330.0,3024.0,6.0,0.0,20.0,0.0,0.0,1.0,3.0,820
$A_{1227}$,664.0,0.0,1.5,0.0,5.0,1.0,6.0,0.9,164.0,2.0,19.0,1076.0,1472.0,3774.0,11.0,5.0,18.0,1.0,0.0,0.0,3.0,1461
$A_{1228}$,877.0,0.0,1.5,1.0,0.0,1.0,17.0,0.1,195.0,7.0,0.0,1064.0,1985.0,2004.0,11.0,8.0,9.0,1.0,1.0,1.0,1.0,181
$A_{1229}$,1439.0,0.0,0.9,0.0,12.0,1.0,20.0,0.8,147.0,1.0,17.0,626.0,932.0,1790.0,19.0,12.0,15.0,1.0,0.0,1.0,1.0,821
$A_{1230}$,984.0,1.0,2.2,1.0,0.0,1.0,39.0,0.5,119.0,8.0,18.0,56.0,1931.0,2013.0,11.0,7.0,16.0,1.0,1.0,0.0,1.0,116
$A_{1231}$,1481.0,1.0,0.7,1.0,4.0,1.0,37.0,0.6,96.0,5.0,13.0,116.0,1533.0,2945.0,10.0,5.0,16.0,1.0,1.0,1.0,2.0,31
$A_{1232}$,862.0,0.0,2.3,0.0,9.0,1.0,6.0,0.1,107.0,8.0,14.0,829.0,1977.0,3458.0,9.0,4.0,9.0,1.0,1.0,1.0,3.0,445
$A_{1233}$,1039.0,1.0,2.7,0.0,11.0,0.0,56.0,0.3,125.0,8.0,13.0,497.0,618.0,3105.0,14.0,8.0,5.0,0.0,1.0,1.0,2.0,417
$A_{1234}$,1883.0,1.0,2.7,1.0,6.0,1.0,30.0,0.5,95.0,2.0,10.0,531.0,791.0,3724.0,16.0,15.0,20.0,1.0,1.0,1.0,3.0,8
$A_{1235}$,807.0,1.0,0.5,1.0,0.0,0.0,37.0,0.2,127.0,4.0,0.0,245.0,829.0,2319.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,1367
$A_{1236}$,1444.0,0.0,0.6,0.0,2.0,0.0,48.0,0.5,82.0,5.0,17.0,1092.0,1554.0,2540.0,17.0,2.0,15.0,1.0,1.0,1.0,3.0,1031
$A_{1237}$,1763.0,0.0,2.9,1.0,1.0,1.0,53.0,0.2,101.0,4.0,20.0,138.0,806.0,2066.0,12.0,9.0,17.0,1.0,1.0,1.0,1.0,75
$A_{1238}$,1692.0,1.0,2.1,0.0,3.0,1.0,61.0,0.9,176.0,6.0,12.0,975.0,1996.0,1354.0,16.0,7.0,19.0,1.0,0.0,0.0,1.0,829
$A_{1239}$,1234.0,0.0,1.7,1.0,8.0,0.0,17.0,0.9,174.0,6.0,15.0,209.0,725.0,3351.0,12.0,9.0,19.0,0.0,0.0,1.0,2.0,1129
$A_{1240}$,1072.0,1.0,2.2,1.0,6.0,0.0,19.0,0.4,114.0,8.0,16.0,380.0,877.0,2715.0,15.0,9.0,16.0,0.0,1.0,0.0,2.0,550
$A_{1241}$,1872.0,1.0,2.3,0.0,6.0,0.0,44.0,0.7,134.0,3.0,15.0,459.0,1259.0,1955.0,9.0,4.0,15.0,1.0,0.0,1.0,2.0,950
$A_{1242}$,1344.0,0.0,1.5,0.0,1.0,0.0,14.0,0.5,190.0,1.0,3.0,419.0,556.0,2074.0,8.0,1.0,5.0,1.0,1.0,0.0,1.0,1532
$A_{1243}$,913.0,0.0,1.7,1.0,1.0,1.0,41.0,0.3,103.0,1.0,14.0,431.0,1144.0,2278.0,15.0,3.0,18.0,1.0,1.0,0.0,1.0,555
$A_{1244}$,1083.0,1.0,2.0,0.0,3.0,0.0,41.0,0.7,158.0,5.0,5.0,937.0,1164.0,1543.0,18.0,3.0,10.0,0.0,0.0,1.0,1.0,1193
$A_{1245}$,1939.0,1.0,2.8,1.0,0.0,1.0,55.0,0.6,199.0,4.0,10.0,320.0,520.0,1047.0,14.0,10.0,18.0,1.0,1.0,0.0,0.0,98
$A_{1246}$,659.0,0.0,0.5,1.0,7.0,1.0,5.0,0.3,169.0,8.0,10.0,659.0,730.0,2190.0,16.0,10.0,16.0,1.0,1.0,0.0,1.0,441
$A_{1247}$,1180.0,1.0,2.5,0.0,0.0,1.0,27.0,0.1,90.0,6.0,1.0,168.0,540.0,348.0,7.0,5.0,19.0,1.0,1.0,1.0,0.0,160
$A_{1248}$,704.0,1.0,2.7,0.0,8.0,1.0,29.0,0.2,80.0,1.0,10.0,1108.0,1509.0,1122.0,9.0,3.0,10.0,1.0,1.0,1.0,0.0,70
$A_{1249}$,719.0,1.0,0.5,1.0,0.0,1.0,23.0,0.4,113.0,6.0,9.0,431.0,1727.0,3990.0,14.0,9.0,12.0,1.0,1.0,1.0,3.0,45
$A_{1250}$,904.0,1.0,1.2,1.0,10.0,1.0,31.0,0.8,112.0,3.0,11.0,657.0,1014.0,2814.0,13.0,3.0,19.0,1.0,0.0,0.0,2.0,532
$A_{1251}$,1457.0,0.0,1.9,1.0,1.0,1.0,16.0,0.3,102.0,3.0,10.0,1013.0,1287.0,1440.0,17.0,8.0,12.0,1.0,0.0,1.0,1.0,514
$A_{1252}$,742.0,0.0,2.2,1.0,4.0,0.0,56.0,0.2,190.0,7.0,14.0,577.0,1359.0,3557.0,16.0,11.0,12.0,0.0,1.0,1.0,3.0,569
$A_{1253}$,1476.0,1.0,1.2,1.0,0.0,1.0,55.0,0.1,171.0,4.0,5.0,1641.0,1666.0,1529.0,13.0,8.0,3.0,1.0,0.0,1.0,2.0,171
$A_{1254}$,1279.0,1.0,2.5,0.0,5.0,1.0,7.0,0.5,105.0,6.0,6.0,560.0,1633.0,1150.0,7.0,2.0,7.0,1.0,0.0,0.0,1.0,1055
$A_{1255}$,1265.0,0.0,1.5,0.0,7.0,0.0,49.0,0.7,182.0,5.0,16.0,690.0,836.0,1362.0,5.0,0.0,12.0,0.0,0.0,1.0,1.0,1480
$A_{1256}$,1549.0,1.0,1.8,1.0,0.0,0.0,62.0,0.7,91.0,4.0,4.0,167.0,990.0,799.0,7.0,3.0,9.0,1.0,0.0,1.0,0.0,602
$A_{1257}$,1871.0,0.0,2.1,0.0,4.0,1.0,41.0,0.4,144.0,8.0,5.0,275.0,1966.0,2727.0,15.0,8.0,11.0,1.0,0.0,0.0,3.0,1413
$A_{1258}$,1991.0,0.0,2.8,0.0,3.0,1.0,15.0,0.1,181.0,1.0,13.0,298.0,1037.0,1861.0,8.0,5.0,17.0,1.0,1.0,1.0,1.0,496
$A_{1259}$,1445.0,1.0,0.5,0.0,0.0,0.0,53.0,0.7,174.0,7.0,14.0,386.0,836.0,1099.0,17.0,1.0,20.0,1.0,0.0,0.0,0.0,1366
$A_{1260}$,1633.0,0.0,1.7,1.0,3.0,1.0,33.0,0.9,111.0,2.0,19.0,146.0,906.0,511.0,9.0,0.0,7.0,1.0,1.0,0.0,0.0,671
$A_{1261}$,1807.0,0.0,0.8,1.0,0.0,1.0,38.0,0.2,97.0,8.0,0.0,1332.0,1814.0,1069.0,7.0,6.0,7.0,1.0,0.0,0.0,1.0,1030
$A_{1262}$,1408.0,1.0,2.5,0.0,3.0,0.0,32.0,0.1,151.0,4.0,6.0,875.0,982.0,3162.0,19.0,18.0,3.0,1.0,0.0,0.0,3.0,1338
$A_{1263}$,1406.0,0.0,0.5,1.0,2.0,1.0,34.0,0.8,98.0,3.0,5.0,1017.0,1366.0,3915.0,9.0,8.0,2.0,1.0,0.0,1.0,3.0,814
$A_{1264}$,835.0,0.0,1.1,1.0,2.0,0.0,7.0,0.2,101.0,4.0,7.0,323.0,1604.0,1181.0,13.0,5.0,15.0,1.0,1.0,1.0,0.0,541
$A_{1265}$,948.0,0.0,2.3,0.0,14.0,0.0,22.0,0.1,173.0,5.0,20.0,257.0,1654.0,3499.0,11.0,7.0,19.0,1.0,1.0,1.0,3.0,749
$A_{1266}$,1742.0,1.0,1.6,0.0,3.0,0.0,49.0,0.8,100.0,1.0,9.0,1134.0,1469.0,1947.0,5.0,4.0,6.0,1.0,0.0,1.0,2.0,1103
$A_{1267}$,1163.0,1.0,2.1,1.0,0.0,1.0,19.0,0.9,132.0,2.0,1.0,728.0,818.0,2940.0,13.0,0.0,15.0,1.0,0.0,1.0,2.0,394
$A_{1268}$,1554.0,0.0,2.7,1.0,3.0,1.0,47.0,0.7,185.0,5.0,12.0,319.0,1367.0,509.0,12.0,3.0,19.0,1.0,0.0,0.0,0.0,921
$A_{1269}$,1206.0,0.0,3.0,1.0,10.0,1.0,30.0,0.6,127.0,3.0,13.0,1581.0,1713.0,1825.0,7.0,1.0,4.0,1.0,0.0,1.0,2.0,469
$A_{1270}$,1544.0,0.0,2.4,0.0,18.0,1.0,12.0,0.1,186.0,7.0,20.0,470.0,844.0,489.0,9.0,4.0,2.0,1.0,0.0,1.0,0.0,608
$A_{1271}$,644.0,1.0,1.3,1.0,7.0,1.0,30.0,0.5,114.0,1.0,16.0,1140.0,1654.0,2382.0,9.0,0.0,19.0,1.0,0.0,1.0,2.0,163
$A_{1272}$,654.0,1.0,1.3,0.0,0.0,1.0,52.0,0.7,196.0,4.0,4.0,1715.0,1898.0,1036.0,17.0,4.0,13.0,1.0,0.0,0.0,1.0,1020
$A_{1273}$,1424.0,1.0,2.9,1.0,0.0,0.0,20.0,0.6,180.0,5.0,0.0,181.0,1199.0,2658.0,15.0,0.0,19.0,1.0,0.0,0.0,2.0,1221
$A_{1274}$,1431.0,1.0,0.5,0.0,0.0,1.0,56.0,0.6,191.0,1.0,1.0,156.0,952.0,461.0,7.0,3.0,8.0,1.0,0.0,0.0,0.0,1256
$A_{1275}$,986.0,1.0,0.8,0.0,13.0,1.0,28.0,0.8,182.0,4.0,20.0,199.0,679.0,1149.0,8.0,7.0,18.0,1.0,1.0,0.0,0.0,328
$A_{1276}$,1965.0,1.0,0.5,0.0,4.0,1.0,29.0,0.5,149.0,5.0,13.0,584.0,676.0,2973.0,11.0,1.0,20.0,1.0,1.0,1.0,3.0,253
$A_{1277}$,915.0,0.0,2.0,0.0,8.0,1.0,31.0,0.3,91.0,3.0,20.0,875.0,1316.0,378.0,11.0,6.0,9.0,1.0,1.0,0.0,0.0,772
$A_{1278}$,843.0,1.0,0.5,0.0,1.0,1.0,56.0,0.1,147.0,5.0,17.0,140.0,800.0,2341.0,10.0,1.0,20.0,1.0,1.0,1.0,1.0,155
$A_{1279}$,1077.0,0.0,2.5,1.0,0.0,1.0,45.0,1.0,174.0,3.0,4.0,897.0,1304.0,1965.0,6.0,2.0,6.0,1.0,1.0,0.0,1.0,769
$A_{1280}$,600.0,0.0,0.5,0.0,0.0,0.0,14.0,0.8,112.0,5.0,2.0,320.0,747.0,1655.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,1600
$A_{1281}$,1784.0,0.0,1.6,0.0,4.0,0.0,41.0,0.4,164.0,6.0,20.0,610.0,1437.0,2313.0,14.0,1.0,11.0,0.0,1.0,0.0,2.0,1469
$A_{1282}$,591.0,0.0,2.1,1.0,18.0,1.0,16.0,0.5,196.0,7.0,20.0,952.0,1726.0,704.0,14.0,5.0,4.0,1.0,1.0,1.0,0.0,33
$A_{1283}$,1408.0,1.0,2.1,1.0,10.0,0.0,45.0,0.9,89.0,5.0,14.0,613.0,1088.0,3952.0,8.0,6.0,3.0,0.0,0.0,1.0,3.0,701
$A_{1284}$,1807.0,1.0,2.9,0.0,0.0,0.0,16.0,0.2,125.0,3.0,0.0,1221.0,1415.0,2921.0,8.0,5.0,17.0,0.0,1.0,0.0,3.0,1293
$A_{1285}$,1349.0,1.0,2.2,1.0,5.0,0.0,55.0,0.1,105.0,7.0,7.0,648.0,1019.0,2462.0,15.0,7.0,17.0,1.0,0.0,1.0,2.0,358
$A_{1286}$,1949.0,0.0,1.8,0.0,0.0,0.0,20.0,0.8,186.0,5.0,4.0,518.0,592.0,1125.0,17.0,10.0,9.0,0.0,0.0,0.0,1.0,1595
$A_{1287}$,537.0,1.0,2.0,0.0,1.0,1.0,55.0,0.3,103.0,7.0,2.0,1041.0,1430.0,2029.0,10.0,5.0,12.0,1.0,1.0,1.0,1.0,133
$A_{1288}$,815.0,0.0,2.0,1.0,4.0,0.0,51.0,0.3,85.0,6.0,12.0,982.0,1291.0,3469.0,5.0,4.0,6.0,1.0,0.0,1.0,3.0,1008
$A_{1289}$,1101.0,0.0,1.8,0.0,0.0,0.0,31.0,0.2,148.0,2.0,7.0,387.0,1269.0,2196.0,12.0,6.0,19.0,0.0,1.0,1.0,1.0,1205
$A_{1290}$,1934.0,1.0,2.7,0.0,8.0,1.0,2.0,0.1,118.0,4.0,16.0,242.0,1127.0,2190.0,18.0,1.0,9.0,1.0,0.0,1.0,2.0,474
$A_{1291}$,1283.0,1.0,2.4,1.0,8.0,1.0,33.0,1.0,93.0,3.0,15.0,510.0,980.0,773.0,17.0,7.0,2.0,1.0,1.0,0.0,0.0,109
$A_{1292}$,1479.0,0.0,0.5,0.0,8.0,0.0,19.0,0.6,156.0,3.0,10.0,180.0,1476.0,3323.0,13.0,12.0,6.0,1.0,0.0,1.0,3.0,1448
$A_{1293}$,922.0,1.0,0.7,0.0,0.0,1.0,47.0,1.0,157.0,8.0,14.0,1295.0,1808.0,1464.0,17.0,4.0,12.0,1.0,0.0,1.0,1.0,520
$A_{1294}$,1142.0,1.0,1.2,0.0,0.0,0.0,2.0,0.6,114.0,6.0,0.0,623.0,769.0,1747.0,7.0,0.0,14.0,0.0,1.0,0.0,1.0,1377
$A_{1295}$,966.0,1.0,0.6,0.0,9.0,1.0,50.0,0.2,117.0,4.0,10.0,1446.0,1754.0,2574.0,10.0,1.0,5.0,1.0,0.0,1.0,2.0,456
$A_{1296}$,561.0,1.0,2.8,1.0,2.0,1.0,40.0,0.1,99.0,7.0,6.0,426.0,865.0,2974.0,15.0,12.0,19.0,1.0,0.0,1.0,2.0,94
$A_{1297}$,965.0,1.0,1.5,1.0,5.0,0.0,13.0,1.0,109.0,2.0,14.0,130.0,998.0,1138.0,9.0,8.0,10.0,0.0,1.0,0.0,0.0,763
$A_{1298}$,1576.0,1.0,0.9,1.0,0.0,1.0,14.0,0.4,173.0,2.0,4.0,1213.0,1386.0,3220.0,17.0,2.0,6.0,1.0,1.0,0.0,3.0,400
$A_{1299}$,1266.0,0.0,0.5,0.0,0.0,1.0,5.0,0.1,95.0,6.0,9.0,1365.0,1698.0,1687.0,11.0,0.0,18.0,1.0,0.0,0.0,2.0,1475
$A_{1300}$,1851.0,1.0,1.9,1.0,3.0,1.0,12.0,0.9,198.0,6.0,11.0,293.0,1967.0,735.0,7.0,6.0,14.0,1.0,0.0,1.0,0.0,159
$A_{1301}$,1515.0,0.0,2.6,0.0,0.0,1.0,56.0,0.9,184.0,3.0,1.0,1438.0,1593.0,262.0,14.0,4.0,20.0,1.0,1.0,0.0,0.0,971
$A_{1302}$,1975.0,1.0,1.5,0.0,6.0,1.0,16.0,0.9,128.0,8.0,11.0,80.0,655.0,2998.0,5.0,4.0,13.0,1.0,1.0,0.0,2.0,637
$A_{1303}$,786.0,0.0,2.2,1.0,0.0,0.0,33.0,0.5,141.0,7.0,6.0,507.0,1697.0,2390.0,12.0,11.0,5.0,1.0,0.0,1.0,2.0,1065
$A_{1304}$,1331.0,1.0,1.6,0.0,0.0,0.0,16.0,0.5,165.0,2.0,7.0,1109.0,1226.0,1026.0,13.0,5.0,20.0,1.0,0.0,1.0,1.0,1033
$A_{1305}$,622.0,1.0,1.9,1.0,12.0,0.0,11.0,0.8,193.0,8.0,14.0,760.0,1964.0,3183.0,5.0,0.0,4.0,1.0,1.0,1.0,2.0,154
$A_{1306}$,1046.0,1.0,2.8,1.0,0.0,1.0,58.0,0.2,100.0,8.0,0.0,259.0,1040.0,3863.0,17.0,12.0,9.0,1.0,1.0,1.0,3.0,27
$A_{1307}$,1308.0,0.0,1.9,0.0,0.0,1.0,61.0,0.7,106.0,3.0,7.0,59.0,1215.0,3355.0,15.0,2.0,4.0,1.0,0.0,1.0,3.0,1303
$A_{1308}$,1469.0,0.0,1.7,1.0,11.0,1.0,44.0,0.5,169.0,2.0,14.0,484.0,711.0,1687.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,114
$A_{1309}$,1918.0,0.0,2.8,0.0,1.0,0.0,22.0,0.3,139.0,1.0,5.0,381.0,1203.0,1369.0,9.0,6.0,6.0,0.0,1.0,1.0,1.0,1273
$A_{1310}$,823.0,1.0,0.5,0.0,0.0,0.0,39.0,0.4,187.0,8.0,4.0,630.0,888.0,294.0,13.0,9.0,11.0,0.0,0.0,1.0,0.0,1174
$A_{1311}$,1517.0,0.0,0.5,0.0,6.0,1.0,48.0,0.6,143.0,5.0,14.0,802.0,1489.0,2822.0,15.0,5.0,11.0,1.0,1.0,1.0,3.0,570
$A_{1312}$,1493.0,0.0,1.5,1.0,13.0,0.0,53.0,0.5,102.0,5.0,16.0,240.0,1414.0,2083.0,19.0,15.0,20.0,0.0,1.0,1.0,2.0,363
$A_{1313}$,1266.0,0.0,1.9,1.0,0.0,1.0,7.0,0.2,184.0,3.0,12.0,346.0,1468.0,2532.0,10.0,5.0,4.0,1.0,1.0,1.0,2.0,312
$A_{1314}$,825.0,1.0,0.5,1.0,7.0,0.0,52.0,0.9,130.0,3.0,10.0,597.0,863.0,3534.0,10.0,4.0,6.0,0.0,1.0,0.0,3.0,912
$A_{1315}$,627.0,0.0,1.8,0.0,2.0,0.0,20.0,0.8,142.0,3.0,8.0,211.0,507.0,896.0,17.0,6.0,14.0,0.0,0.0,0.0,0.0,1592
$A_{1316}$,1087.0,0.0,1.3,0.0,0.0,1.0,16.0,0.3,166.0,3.0,9.0,295.0,589.0,690.0,14.0,6.0,6.0,1.0,0.0,1.0,0.0,1128
$A_{1317}$,1796.0,1.0,2.3,0.0,4.0,0.0,44.0,0.9,184.0,2.0,11.0,1024.0,1363.0,3577.0,17.0,7.0,4.0,1.0,1.0,0.0,3.0,1054
$A_{1318}$,1224.0,1.0,1.6,0.0,9.0,0.0,33.0,1.0,157.0,1.0,18.0,522.0,563.0,3796.0,10.0,5.0,13.0,1.0,1.0,0.0,3.0,1056
$A_{1319}$,862.0,1.0,0.8,1.0,3.0,0.0,23.0,0.4,165.0,2.0,15.0,793.0,1758.0,278.0,16.0,3.0,11.0,0.0,0.0,1.0,0.0,708
$A_{1320}$,1006.0,0.0,2.2,1.0,4.0,1.0,22.0,0.8,135.0,4.0,8.0,35.0,991.0,909.0,18.0,4.0,7.0,1.0,0.0,1.0,0.0,613
$A_{1321}$,995.0,0.0,1.3,1.0,1.0,0.0,10.0,0.1,104.0,4.0,3.0,258.0,1889.0,609.0,11.0,3.0,5.0,1.0,0.0,1.0,0.0,1124
$A_{1322}$,965.0,1.0,1.4,0.0,1.0,0.0,13.0,0.9,197.0,8.0,2.0,645.0,1275.0,2343.0,17.0,12.0,15.0,1.0,0.0,0.0,2.0,1447
$A_{1323}$,1699.0,1.0,0.5,0.0,16.0,0.0,21.0,0.1,156.0,4.0,20.0,105.0,1099.0,1181.0,16.0,0.0,18.0,1.0,1.0,0.0,1.0,757
$A_{1324}$,1720.0,0.0,1.6,0.0,18.0,1.0,2.0,0.8,188.0,5.0,20.0,334.0,896.0,2522.0,10.0,5.0,2.0,1.0,0.0,1.0,2.0,899
$A_{1325}$,1526.0,0.0,1.1,1.0,2.0,1.0,38.0,0.3,116.0,5.0,6.0,798.0,1418.0,3317.0,7.0,1.0,8.0,1.0,1.0,1.0,3.0,314
$A_{1326}$,1902.0,0.0,0.5,0.0,10.0,0.0,13.0,0.2,155.0,4.0,11.0,766.0,877.0,940.0,14.0,10.0,15.0,1.0,1.0,0.0,1.0,1287
$A_{1327}$,1454.0,0.0,1.4,1.0,8.0,0.0,37.0,0.8,80.0,8.0,20.0,903.0,910.0,1713.0,16.0,0.0,19.0,0.0,0.0,0.0,1.0,1390
$A_{1328}$,625.0,1.0,1.9,0.0,12.0,1.0,33.0,0.2,191.0,1.0,20.0,431.0,550.0,3801.0,10.0,6.0,2.0,1.0,0.0,0.0,2.0,891
$A_{1329}$,581.0,0.0,0.6,0.0,5.0,1.0,56.0,0.2,180.0,2.0,10.0,523.0,565.0,354.0,10.0,4.0,13.0,1.0,1.0,1.0,0.0,508
$A_{1330}$,767.0,0.0,0.8,0.0,7.0,1.0,10.0,0.5,107.0,4.0,12.0,517.0,1995.0,2317.0,6.0,0.0,12.0,1.0,1.0,1.0,2.0,697
$A_{1331}$,1765.0,0.0,1.1,0.0,3.0,0.0,11.0,0.7,87.0,2.0,7.0,835.0,1175.0,3695.0,6.0,5.0,18.0,1.0,0.0,0.0,3.0,1583
$A_{1332}$,1551.0,0.0,1.1,0.0,4.0,0.0,51.0,0.1,88.0,5.0,6.0,1738.0,1995.0,3844.0,11.0,8.0,4.0,0.0,1.0,0.0,3.0,1450
$A_{1333}$,518.0,0.0,0.8,1.0,0.0,0.0,3.0,0.1,178.0,7.0,1.0,437.0,1947.0,2832.0,5.0,0.0,8.0,1.0,0.0,1.0,2.0,1310
$A_{1334}$,1021.0,1.0,0.5,1.0,0.0,1.0,53.0,0.7,136.0,3.0,6.0,905.0,1988.0,2631.0,17.0,3.0,7.0,1.0,1.0,0.0,2.0,302
$A_{1335}$,867.0,0.0,1.4,1.0,0.0,1.0,4.0,0.7,135.0,6.0,1.0,70.0,1974.0,790.0,13.0,6.0,3.0,1.0,1.0,0.0,0.0,784
$A_{1336}$,1940.0,1.0,0.9,1.0,4.0,0.0,17.0,0.7,93.0,5.0,7.0,112.0,858.0,2297.0,14.0,6.0,8.0,0.0,1.0,0.0,2.0,894
$A_{1337}$,936.0,0.0,1.0,0.0,1.0,0.0,18.0,0.2,153.0,3.0,18.0,1330.0,1686.0,2391.0,12.0,6.0,3.0,1.0,1.0,1.0,2.0,1026
$A_{1338}$,633.0,1.0,1.4,0.0,0.0,1.0,46.0,0.7,102.0,6.0,10.0,709.0,1915.0,1401.0,19.0,14.0,11.0,1.0,1.0,0.0,1.0,446
$A_{1339}$,645.0,0.0,2.5,0.0,10.0,1.0,63.0,1.0,174.0,4.0,14.0,278.0,584.0,3615.0,18.0,8.0,13.0,1.0,0.0,1.0,2.0,883
$A_{1340}$,1561.0,0.0,0.5,1.0,10.0,1.0,4.0,0.5,134.0,2.0,13.0,885.0,1811.0,1783.0,13.0,12.0,10.0,1.0,1.0,0.0,2.0,498
$A_{1341}$,713.0,0.0,0.9,1.0,0.0,0.0,42.0,0.1,94.0,1.0,14.0,1048.0,1123.0,928.0,12.0,10.0,9.0,0.0,0.0,1.0,0.0,1073
$A_{1342}$,856.0,0.0,1.9,1.0,0.0,1.0,14.0,0.6,115.0,1.0,7.0,395.0,1027.0,2439.0,6.0,3.0,12.0,1.0,1.0,1.0,1.0,327
$A_{1343}$,851.0,0.0,2.3,1.0,7.0,1.0,54.0,1.0,101.0,2.0,9.0,788.0,1007.0,1005.0,12.0,2.0,14.0,1.0,0.0,1.0,0.0,473
$A_{1344}$,642.0,1.0,0.5,0.0,0.0,1.0,38.0,0.8,86.0,5.0,10.0,887.0,1775.0,435.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,694
$A_{1345}$,1278.0,1.0,1.2,0.0,10.0,1.0,60.0,0.6,172.0,7.0,14.0,1244.0,1504.0,3142.0,11.0,4.0,19.0,1.0,0.0,1.0,3.0,372
$A_{1346}$,1207.0,0.0,0.5,0.0,0.0,0.0,58.0,0.3,112.0,8.0,0.0,406.0,681.0,503.0,7.0,3.0,5.0,1.0,1.0,0.0,0.0,1453
$A_{1347}$,1654.0,0.0,1.8,0.0,1.0,0.0,11.0,0.3,146.0,7.0,2.0,1184.0,1719.0,1070.0,8.0,1.0,14.0,1.0,1.0,1.0,1.0,1036
